m,nnzs,lvls,max_rl_cnt,max_cl_cnt,min_cl_cnt,min_rl_cnt,max_nnz_pl_rw,max_nnz_pl_cw,max_rl,max_cl,mean_rl,max_rpl,median_rpl,median_rl,median_cl,mean_nnz_pl_rw,std_rpl,std_nnz_pl_rw,std_rl,std_cl,mean_rpl,mean_max_cl_pl,mean_mean_cl_pl,mean_std_cl_pl,mean_max_rl_pl,mean_std_rl_pl,mean_mean_rl_pl,mean_min_rl_pl,mean_median_rl_pl,mkl_seq,mkl_par,cusparse_v1,cusparse_v2_lvl,cusparse_v2_nolvl,syncfree,winner,CPU winner,GPU winner,2nd,3rd,4th,5th,6th
1813,5577,14,1,1,32,794,1310,2493,1310,15,3.076117,794,27.5,2,3,398.357147,213.061615,402.860931,30.829649,1.247943,129.5,6.571429,2.730212,0.929504,108.214287,4.112749,98.851974,95.785713,97.25,0.0396564,0.0445763,0.067872,0.055648,0.0517152,0.0207,6,1,7,1,2,5,4,3
1813,5577,14,1,1,32,794,1310,2493,1310,15,3.076117,794,27.5,2,3,398.357147,213.061615,402.860931,30.829649,1.247943,129.5,6.571429,2.730212,0.929504,108.214287,4.112749,98.851974,95.785713,97.25,0.0385472,0.0438751,0.0683072,0.0560864,0.0515136,0.0199,6,1,7,1,2,5,4,3
1813,5577,14,1,1,32,794,1310,2493,1310,15,3.076117,794,27.5,2,3,398.357147,213.061615,402.860931,30.829649,1.247943,129.5,6.571429,2.730212,0.929504,108.214287,4.112749,98.851974,95.785713,97.25,0.040833,0.0471281,0.0683008,0.0554496,0.0515072,0.0196,6,1,7,1,2,5,4,3
1813,5577,14,1,1,32,794,1310,2493,1310,15,3.076117,794,27.5,2,3,398.357147,213.061615,402.860931,30.829649,1.247943,129.5,6.571429,2.730212,0.929504,108.214287,4.112749,98.851974,95.785713,97.25,0.0384258,0.0428017,0.0681696,0.0561664,0.0524288,0.0196,6,1,7,1,2,5,4,3
1813,5577,14,1,1,32,794,1310,2493,1310,15,3.076117,794,27.5,2,3,398.357147,213.061615,402.860931,30.829649,1.247943,129.5,6.571429,2.730212,0.929504,108.214287,4.112749,98.851974,95.785713,97.25,0.0397869,0.042291,0.0681184,0.0558496,0.0515104,0.0196,6,1,7,1,2,5,4,3
1813,5577,14,1,1,32,794,1310,2493,1310,15,3.076117,794,27.5,2,3,398.357147,213.061615,402.860931,30.829649,1.247943,129.5,6.571429,2.730212,0.929504,108.214287,4.112749,98.851974,95.785713,97.25,0.0404265,0.0462698,0.0682176,0.055872,0.0516064,0.0209,6,1,7,1,2,5,4,3
1813,5577,14,1,1,32,794,1310,2493,1310,15,3.076117,794,27.5,2,3,398.357147,213.061615,402.860931,30.829649,1.247943,129.5,6.571429,2.730212,0.929504,108.214287,4.112749,98.851974,95.785713,97.25,0.037995,0.0430539,0.06864,0.0555712,0.0510976,0.0197,6,1,7,1,2,5,4,3
1813,5577,14,1,1,32,794,1310,2493,1310,15,3.076117,794,27.5,2,3,398.357147,213.061615,402.860931,30.829649,1.247943,129.5,6.571429,2.730212,0.929504,108.214287,4.112749,98.851974,95.785713,97.25,0.0386206,0.0458854,0.0683872,0.0553408,0.0515104,0.0197,6,1,7,1,2,5,4,3
1813,5577,14,1,1,32,794,1310,2493,1310,15,3.076117,794,27.5,2,3,398.357147,213.061615,402.860931,30.829649,1.247943,129.5,6.571429,2.730212,0.929504,108.214287,4.112749,98.851974,95.785713,97.25,0.0397087,0.0476928,0.0681568,0.055616,0.051808,0.0197,6,1,7,1,2,5,4,3
1813,5577,14,1,1,32,794,1310,2493,1310,15,3.076117,794,27.5,2,3,398.357147,213.061615,402.860931,30.829649,1.247943,129.5,6.571429,2.730212,0.929504,108.214287,4.112749,98.851974,95.785713,97.25,0.0398977,0.0433133,0.06816,0.0558784,0.0516064,0.0207,6,1,7,1,2,5,4,3
1813,5577,14,1,1,32,794,1310,2493,1310,15,3.076117,794,27.5,2,3,398.357147,213.061615,402.860931,30.829649,1.247943,129.5,6.571429,2.730212,0.929504,108.214287,4.112749,98.851974,95.785713,97.25,0.0421862,0.0457474,0.0688704,0.0557088,0.0516128,0.0195,6,1,7,1,2,5,4,3
1813,5577,14,1,1,32,794,1310,2493,1310,15,3.076117,794,27.5,2,3,398.357147,213.061615,402.860931,30.829649,1.247943,129.5,6.571429,2.730212,0.929504,108.214287,4.112749,98.851974,95.785713,97.25,0.0447742,0.0447019,0.0684032,0.055296,0.0515008,0.021,6,2,7,2,1,5,4,3
1813,5577,14,1,1,32,794,1310,2493,1310,15,3.076117,794,27.5,2,3,398.357147,213.061615,402.860931,30.829649,1.247943,129.5,6.571429,2.730212,0.929504,108.214287,4.112749,98.851974,95.785713,97.25,0.038388,0.0425366,0.0682624,0.055664,0.0511072,0.0196,6,1,7,1,2,5,4,3
1813,5577,14,1,1,32,794,1310,2493,1310,15,3.076117,794,27.5,2,3,398.357147,213.061615,402.860931,30.829649,1.247943,129.5,6.571429,2.730212,0.929504,108.214287,4.112749,98.851974,95.785713,97.25,0.0402054,0.0445372,0.0678496,0.055936,0.0516096,0.0197,6,1,7,1,2,5,4,3
